x,y,y_err_top,y_err_bot
-1115,8.823393830479711,2.755292247519751,2.755292247519751
-1070,6.250190950093875,1.990576849879622,1.990576849879622
-1025,4.209302354695257,1.5629060442943121,1.5629060442943121
-990,3.172657093619202,1.0291337542611323,1.0291337542611323
-950,5.122027998070539,1.6106584969108018,1.6106584969108018
-910,9.259274659478296,3.2124273822850666,3.2124273822850666
-865,11.303480631492604,2.500993056228057,2.500993056228057
-765,9.350043383922456,2.284903522962865,2.284903522962865
-730,7.741697183521915,2.186803193235035,2.186803193235035
-690,5.6705534798908275,2.037085575598684,2.037085575598684
-660,4.055361376490036,0.8571645384638643,0.8571645384638643
-625,6.040850570745823,2.0338660520559233,2.0338660520559233
-570,7.855789576719968,1.2843709967896242,1.2843709967896242
-525,11.541065625068997,2.379245300935584,2.379245300935584
-450,12.06209404514653,4.00908050058739,4.00908050058739
-375,9.860773967366809,1.391752043296441,1.391752043296441
-315,7.619607295005924,1.375387054776245,1.375387054776245
-250,6.096908153766273,0.7377716273612543,0.7377716273612543
-210,5.237434087361968,0.9325295869873387,0.9325295869873387
-170,4.201122775289629,0.578137581043249,0.578137581043249
-135,3.1472733908068786,0.767915768859151,0.767915768859151
-100,2.5521993881643716,0.5436074422535183,0.5436074422535183
-80,2.0168787947980444,0.37111153448248135,0.37111153448248135
-60,3.3484629228437064,0.966642484405419,0.966642484405419
-35,5.577311050563447,2.0049051314634876,2.0049051314634876
35,3.695221777600123,0.7105247918349443,0.7105247918349443
60,2.513830239997812,0.666185775545412,0.666185775545412
80,1.385689570182474,0.28987455331382744,0.28987455331382744
100,2.2014468634907614,0.2522572834001483,0.2522572834001483
120,2.5997255715467413,0.22862530259512984,0.22862530259512984
145,3.188093447030077,0.5853561564772043,0.5853561564772043
185,4.418404848345698,0.6748807270699224,0.6748807270699224
250,5.69846981593964,2.367612209265706,2.367612209265706
